feedback_id,customer_id,feedback_text,sentiment,source,date,timestamp
F381,CUST9540,"Outstanding customer support. They resolved my issue quickly. &""=.^ Issue with delivery delays.",Positive,chat,2024-11-13,2024-11-13 13:00:35
F382,CUST2693,Reliable and durable product. No complaints whatsoever.,Positive,review_site,2025-05-06,2025-05-06 13:00:35
F383,CUST1383,Difficult to use and confusing interface.,Negative,review_site,2025-09-01,2025-09-01 13:00:35
F384,CUST2429,Difficult to use and confusing interface.,Negative,email,2025-10-17,2025-10-17 13:00:35
F385,CUST5129,Satisfactory service. Nothing to complain about. Issue with customer service.,Neutral,email,2024-11-28,2024-11-28 13:00:35
F386,CUST9846,Poor customer service. No one responded to my queries. ){=^ Issue with product availability.,Negative,chat,2025-03-21,2025-03-21 13:00:35
F387,CUST5092,Satisfactory service. Nothing to complain about.,Neutral,email,2025-05-21,2025-05-21 13:00:35
F388,CUST8653,Waste of money. Product doesn't work as advertised. '.$_# Issue with customer service.,Negative,chat,2025-10-09,2025-10-09 13:00:35
F389,CUST1309,"It's alright. Nothing remarkable to mention. ""%:",Neutral,review_site,2024-11-01,2024-11-01 13:00:35
F390,CUST2064,Average experience. Some good points and some bad.,Neutral,social_media,2025-10-15,2025-10-15 13:00:35
F391,CUST7194,Excellent service and fast delivery. Highly recommended!,Positive,email,2024-12-14,2024-12-14 13:00:35
F392,CUST9166,Impressive features and functionality. Love it! Issue with technical issues.,Positive,email,2025-07-04,2025-07-04 13:00:35
F393,CUST2027,Standard quality. Meets basic expectations.,Neutral,chat,2025-10-30,2025-10-30 13:00:35
F394,CUST2107,Product stopped working within a week. Poor quality.,Negative,review_site,2025-04-06,2025-04-06 13:00:35
F395,CUST9309,Standard quality. Meets basic expectations.,Neutral,chat,2025-05-16,2025-05-16 13:00:35
F396,CUST2910,Outstanding customer support. They resolved my issue quickly. % Issue with pricing.,Positive,social_media,2025-05-16,2025-05-16 13:00:35
F397,CUST8488,Satisfactory service. Nothing to complain about. }'],Neutral,chat,2025-10-16,2025-10-16 13:00:35
F398,CUST7328,Horrible experience. Will never buy from here again. ?>`?+ Issue with website navigation.,Negative,social_media,2024-12-29,2024-12-29 13:00:35
F399,CUST5850,Extremely disappointed with the quality. Not recommended.,Negative,social_media,2025-01-13,2025-01-13 13:00:35
F400,CUST8409,Great value for money. Worth every penny! _;==| Issue with product availability.,Positive,review_site,2025-03-17,2025-03-17 13:00:35
F401,CUST6898,User-friendly interface and intuitive design. Issue with product features.,Positive,email,2025-01-20,2025-01-20 13:00:35
F402,CUST3837,Late delivery and damaged packaging. Very upset! ~!?{! Issue with pricing.,Negative,review_site,2024-10-30,2024-10-30 13:00:35
F403,CUST5209,It's alright. Nothing remarkable to mention. );'+],Neutral,chat,2025-03-27,2025-03-27 13:00:35
F404,CUST8079,"Great value for money. Worth every penny! ,",Positive,email,2025-01-23,2025-01-23 13:00:35
F405,CUST7665,"Horrible experience. Will never buy from here again. @~""^",Negative,social_media,2025-04-18,2025-04-18 13:00:35
F406,CUST8561,Horrible experience. Will never buy from here again. Issue with product features.,Negative,email,2025-05-01,2025-05-01 13:00:35
F407,CUST4112,Decent product with room for improvement.,Neutral,chat,2025-08-28,2025-08-28 13:00:35
F408,CUST7388,Outstanding customer support. They resolved my issue quickly.,Positive,review_site,2025-09-05,2025-09-05 13:00:35
F409,CUST8760,It's alright. Nothing remarkable to mention. Issue with customer service.,Neutral,social_media,2024-12-31,2024-12-31 13:00:35
F410,CUST9224,Poor customer service. No one responded to my queries.,Negative,chat,2025-03-11,2025-03-11 13:00:35
F411,CUST2247,Poor customer service. No one responded to my queries.,Negative,chat,2025-10-16,2025-10-16 13:00:35
F412,CUST8323,Impressive features and functionality. Love it!,Positive,chat,2025-03-14,2025-03-14 13:00:35
F413,CUST7478,User-friendly interface and intuitive design.,Positive,review_site,2025-09-19,2025-09-19 13:00:35
F414,CUST4186,Product is okay. Nothing special but does the job.,Neutral,social_media,2025-01-11,2025-01-11 13:00:35
F415,CUST7916,Extremely disappointed with the quality. Not recommended. Issue with website navigation.,Negative,email,2025-10-27,2025-10-27 13:00:35
F416,CUST9355,Waste of money. Product doesn't work as advertised.,Negative,social_media,2024-12-09,2024-12-09 13:00:35
F417,CUST9351,Great value for money. Worth every penny! Issue with product availability.,Positive,chat,2024-11-19,2024-11-19 13:00:35
F418,CUST3940,Reliable and durable product. No complaints whatsoever. @/: Issue with return process.,Positive,review_site,2025-07-22,2025-07-22 13:00:35
F419,CUST2570,Average experience. Some good points and some bad. &>?,Neutral,email,2025-01-27,2025-01-27 13:00:35
F420,CUST9818,This is exactly what I was looking for. Great quality!,Positive,review_site,2025-09-29,2025-09-29 13:00:35
F421,CUST4568,"Acceptable product for the price point. %,,",Neutral,chat,2025-07-03,2025-07-03 13:00:35
F422,CUST7352,Terrible experience. Product broke after one day.,Negative,review_site,2025-03-09,2025-03-09 13:00:35
F423,CUST1527,Functional but could be better.,Neutral,chat,2025-10-03,2025-10-03 13:00:35
F424,CUST1013,User-friendly interface and intuitive design.,Positive,social_media,2025-01-16,2025-01-16 13:00:35
F425,CUST9348,Standard quality. Meets basic expectations.,Neutral,review_site,2025-04-09,2025-04-09 13:00:35
F426,CUST5031,Average experience. Some good points and some bad.,Neutral,review_site,2024-12-25,2024-12-25 13:00:35
F427,CUST2030,I absolutely love this product! It's amazing and works perfectly.,Positive,review_site,2024-11-15,2024-11-15 13:00:35
F428,CUST6673,Mediocre experience overall.,Neutral,chat,2025-02-11,2025-02-11 13:00:35
F429,CUST4150,Fantastic experience overall. Will definitely buy again! ?}{,Positive,email,2025-07-14,2025-07-14 13:00:35
F430,CUST7300,Excellent service and fast delivery. Highly recommended! Issue with pricing.,Positive,review_site,2024-12-20,2024-12-20 13:00:35
F431,CUST6103,Fantastic experience overall. Will definitely buy again! Issue with delivery delays.,Positive,social_media,2024-12-29,2024-12-29 13:00:35
F432,CUST4426,The product exceeded my expectations. Very satisfied! {{@ Issue with website navigation.,Positive,email,2025-10-13,2025-10-13 13:00:35
F433,CUST7406,"Fantastic experience overall. Will definitely buy again! |#""@",Positive,social_media,2025-03-10,2025-03-10 13:00:35
F434,CUST1749,Outstanding customer support. They resolved my issue quickly. Issue with pricing.,Positive,review_site,2025-02-03,2025-02-03 13:00:35
F435,CUST4305,Functional but could be better. $&[>; Issue with return process.,Neutral,email,2025-09-07,2025-09-07 13:00:35
F436,CUST5418,I absolutely love this product! It's amazing and works perfectly. Issue with website navigation.,Positive,chat,2025-02-25,2025-02-25 13:00:35
F437,CUST4915,Great value for money. Worth every penny!,Positive,email,2024-12-27,2024-12-27 13:00:35
F438,CUST3532,User-friendly interface and intuitive design.,Positive,email,2025-02-27,2025-02-27 13:00:35
F439,CUST5302,"It's fine, not great but not terrible either.",Neutral,social_media,2025-06-13,2025-06-13 13:00:35
F440,CUST3589,User-friendly interface and intuitive design. $+& Issue with product quality.,Positive,review_site,2025-07-11,2025-07-11 13:00:35
F441,CUST8981,Satisfactory service. Nothing to complain about.,Neutral,review_site,2025-10-19,2025-10-19 13:00:35
F442,CUST5815,I absolutely love this product! It's amazing and works perfectly. /,Positive,social_media,2024-12-10,2024-12-10 13:00:35
F443,CUST8996,Mediocre experience overall. $%[{} Issue with technical issues.,Neutral,email,2025-10-14,2025-10-14 13:00:35
F444,CUST9216,Excellent service and fast delivery. Highly recommended!,Positive,email,2025-03-21,2025-03-21 13:00:35
F445,CUST4070,Mediocre experience overall. *? Issue with customer service.,Neutral,social_media,2025-06-10,2025-06-10 13:00:35
F446,CUST4626,Functional but could be better. _.} Issue with pricing.,Neutral,email,2025-08-08,2025-08-08 13:00:35
F447,CUST3638,Excellent service and fast delivery. Highly recommended! $:%,Positive,social_media,2025-10-10,2025-10-10 13:00:35
F448,CUST8755,Great value for money. Worth every penny!,Positive,review_site,2025-06-26,2025-06-26 13:00:35
F449,CUST3642,Reliable and durable product. No complaints whatsoever.,Positive,chat,2024-12-18,2024-12-18 13:00:35
F450,CUST4392,Overpriced for the features provided. Not worth it. Issue with website navigation.,Negative,chat,2025-03-11,2025-03-11 13:00:35
F451,CUST4886,Acceptable product for the price point. Issue with product features.,Neutral,chat,2025-06-07,2025-06-07 13:00:35
F452,CUST3067,Impressive features and functionality. Love it!,Positive,chat,2025-04-24,2025-04-24 13:00:35
F453,CUST1054,Standard quality. Meets basic expectations.,Neutral,review_site,2025-04-06,2025-04-06 13:00:35
F454,CUST8208,Late delivery and damaged packaging. Very upset!,Negative,chat,2025-03-24,2025-03-24 13:00:35
F455,CUST1103,Terrible experience. Product broke after one day.,Negative,email,2024-12-04,2024-12-04 13:00:35
F456,CUST9720,Great value for money. Worth every penny!,Positive,social_media,2025-09-27,2025-09-27 13:00:35
F457,CUST7233,This is exactly what I was looking for. Great quality!,Positive,email,2025-04-19,2025-04-19 13:00:35
F458,CUST3871,Decent product with room for improvement. :~$[ Issue with technical issues.,Neutral,chat,2025-08-14,2025-08-14 13:00:35
F459,CUST5012,Horrible experience. Will never buy from here again. Issue with return process.,Negative,chat,2025-07-04,2025-07-04 13:00:35
F460,CUST3671,"Reliable and durable product. No complaints whatsoever. =,)",Positive,chat,2025-10-24,2025-10-24 13:00:35
F461,CUST8482,"Horrible experience. Will never buy from here again. ,",Negative,social_media,2025-08-09,2025-08-09 13:00:35
F462,CUST7439,I absolutely love this product! It's amazing and works perfectly.,Positive,review_site,2025-06-25,2025-06-25 13:00:35
F463,CUST8056,Mediocre experience overall. Issue with return process.,Neutral,email,2025-01-16,2025-01-16 13:00:35
F464,CUST4678,Decent product with room for improvement.,Neutral,review_site,2025-08-31,2025-08-31 13:00:35
F465,CUST4585,Extremely disappointed with the quality. Not recommended.,Negative,email,2024-11-26,2024-11-26 13:00:35
F466,CUST6751,Frequent crashes and bugs. Needs improvement.,Negative,social_media,2025-07-01,2025-07-01 13:00:35
F467,CUST5971,User-friendly interface and intuitive design.,Positive,social_media,2025-07-03,2025-07-03 13:00:35
F468,CUST2642,Poor customer service. No one responded to my queries.,Negative,review_site,2025-09-25,2025-09-25 13:00:35
F469,CUST1793,"Average experience. Some good points and some bad. *~""",Neutral,social_media,2025-06-02,2025-06-02 13:00:35
F470,CUST7696,It's alright. Nothing remarkable to mention. Issue with customer service.,Neutral,chat,2025-06-27,2025-06-27 13:00:35
F471,CUST1840,Terrible experience. Product broke after one day.,Negative,review_site,2025-04-23,2025-04-23 13:00:35
F472,CUST2970,Fantastic experience overall. Will definitely buy again!,Positive,chat,2025-07-26,2025-07-26 13:00:35
F473,CUST6880,The product exceeded my expectations. Very satisfied! ` Issue with technical issues.,Positive,review_site,2024-12-03,2024-12-03 13:00:35
F474,CUST4222,Decent product with room for improvement.,Neutral,chat,2025-05-10,2025-05-10 13:00:35
F475,CUST5128,Product is okay. Nothing special but does the job.,Neutral,chat,2025-08-16,2025-08-16 13:00:35
F476,CUST9020,Outstanding customer support. They resolved my issue quickly. Issue with product features.,Positive,chat,2024-12-29,2024-12-29 13:00:35
F477,CUST4616,I absolutely love this product! It's amazing and works perfectly. ;_}^/,Positive,social_media,2025-06-03,2025-06-03 13:00:35
F478,CUST3175,Fantastic experience overall. Will definitely buy again! +),Positive,email,2025-05-04,2025-05-04 13:00:35
F479,CUST8919,Standard quality. Meets basic expectations. Issue with customer service.,Neutral,chat,2025-10-10,2025-10-10 13:00:35
F480,CUST4721,Impressive features and functionality. Love it! Issue with technical issues.,Positive,email,2025-10-01,2025-10-01 13:00:35
F481,CUST1528,User-friendly interface and intuitive design.,Positive,chat,2025-07-18,2025-07-18 13:00:35
F482,CUST2295,Terrible experience. Product broke after one day. <,Negative,email,2025-10-09,2025-10-09 13:00:35
F483,CUST6550,Standard quality. Meets basic expectations.,Neutral,review_site,2025-08-02,2025-08-02 13:00:35
F484,CUST5024,This is exactly what I was looking for. Great quality! Issue with return process.,Positive,email,2025-09-05,2025-09-05 13:00:35
F485,CUST7833,Mediocre experience overall. /%% Issue with product features.,Neutral,email,2025-08-03,2025-08-03 13:00:35
F486,CUST9186,This is exactly what I was looking for. Great quality! Issue with return process.,Positive,review_site,2025-01-09,2025-01-09 13:00:35
F487,CUST8169,Product is okay. Nothing special but does the job.,Neutral,review_site,2024-11-27,2024-11-27 13:00:35
F488,CUST9737,Average experience. Some good points and some bad. Issue with product quality.,Neutral,email,2024-12-12,2024-12-12 13:00:35
F489,CUST6743,Standard quality. Meets basic expectations.,Neutral,social_media,2025-05-30,2025-05-30 13:00:35
F490,CUST2148,Frequent crashes and bugs. Needs improvement. Issue with product features.,Negative,social_media,2025-05-13,2025-05-13 13:00:35
F491,CUST4482,Horrible experience. Will never buy from here again. Issue with customer service.,Negative,review_site,2025-10-16,2025-10-16 13:00:35
F492,CUST4028,This is exactly what I was looking for. Great quality! Issue with delivery delays.,Positive,chat,2025-09-15,2025-09-15 13:00:35
F493,CUST4683,The product exceeded my expectations. Very satisfied! @[,Positive,chat,2025-08-11,2025-08-11 13:00:35
F494,CUST8159,Satisfactory service. Nothing to complain about. Issue with return process.,Neutral,email,2025-06-07,2025-06-07 13:00:35
F495,CUST1456,Mediocre experience overall. Issue with technical issues.,Neutral,email,2025-02-22,2025-02-22 13:00:35
F496,CUST6261,Poor customer service. No one responded to my queries. !.,Negative,email,2025-03-04,2025-03-04 13:00:35
F497,CUST6823,Functional but could be better. ( Issue with product features.,Neutral,email,2025-07-19,2025-07-19 13:00:35
F498,CUST7044,Mediocre experience overall.,Neutral,review_site,2025-01-19,2025-01-19 13:00:35
F499,CUST1998,Product stopped working within a week. Poor quality.,Negative,review_site,2025-03-22,2025-03-22 13:00:35
F500,CUST7136,Extremely disappointed with the quality. Not recommended. :(?,Negative,chat,2024-12-08,2024-12-08 13:00:35
F501,CUST4312,Acceptable product for the price point. Issue with return process.,Neutral,chat,2025-10-08,2025-10-08 13:00:35
F502,CUST7810,The product exceeded my expectations. Very satisfied! ;<< Issue with return process.,Positive,social_media,2025-09-23,2025-09-23 13:00:35
F503,CUST8764,It's alright. Nothing remarkable to mention. %~`?[ Issue with product features.,Neutral,social_media,2025-08-28,2025-08-28 13:00:35
F504,CUST4869,Satisfactory service. Nothing to complain about.,Neutral,chat,2025-03-21,2025-03-21 13:00:35
F505,CUST3729,Extremely disappointed with the quality. Not recommended.,Negative,email,2024-12-24,2024-12-24 13:00:35
F506,CUST4910,Functional but could be better. Issue with pricing.,Neutral,email,2025-09-06,2025-09-06 13:00:35
F507,CUST2266,Extremely disappointed with the quality. Not recommended. Issue with pricing.,Negative,email,2025-03-08,2025-03-08 13:00:35
F508,CUST5126,Waste of money. Product doesn't work as advertised. Issue with pricing.,Negative,email,2025-06-11,2025-06-11 13:00:35
F509,CUST1649,Impressive features and functionality. Love it!,Positive,email,2025-03-10,2025-03-10 13:00:35
F510,CUST3580,The product exceeded my expectations. Very satisfied! Issue with customer service.,Positive,review_site,2025-05-04,2025-05-04 13:00:35
F511,CUST2408,Poor customer service. No one responded to my queries. Issue with pricing.,Negative,email,2024-12-10,2024-12-10 13:00:35
F512,CUST5954,This is exactly what I was looking for. Great quality! Issue with customer service.,Positive,review_site,2025-05-21,2025-05-21 13:00:35
F513,CUST7357,"Mediocre experience overall. [,",Neutral,email,2024-12-15,2024-12-15 13:00:35
F514,CUST3471,Great value for money. Worth every penny!,Positive,social_media,2025-10-29,2025-10-29 13:00:35
F515,CUST6717,I absolutely love this product! It's amazing and works perfectly.,Positive,chat,2025-06-15,2025-06-15 13:00:35
F516,CUST6571,Reliable and durable product. No complaints whatsoever.,Positive,chat,2025-05-31,2025-05-31 13:00:35
F517,CUST5761,Extremely disappointed with the quality. Not recommended.,Negative,social_media,2025-05-22,2025-05-22 13:00:35
F518,CUST6974,Great value for money. Worth every penny!,Positive,email,2025-01-10,2025-01-10 13:00:35
F519,CUST7137,I absolutely love this product! It's amazing and works perfectly.,Positive,social_media,2025-10-21,2025-10-21 13:00:35
F520,CUST9620,Acceptable product for the price point.,Neutral,email,2025-02-18,2025-02-18 13:00:35
F521,CUST5420,Excellent service and fast delivery. Highly recommended! Issue with product availability.,Positive,review_site,2025-03-08,2025-03-08 13:00:35
F522,CUST3933,Impressive features and functionality. Love it! |:' Issue with product features.,Positive,email,2024-11-08,2024-11-08 13:00:35
F523,CUST9956,Extremely disappointed with the quality. Not recommended. Issue with product quality.,Negative,social_media,2025-04-14,2025-04-14 13:00:35
F524,CUST4153,User-friendly interface and intuitive design.,Positive,chat,2025-06-20,2025-06-20 13:00:35
F525,CUST4975,This is exactly what I was looking for. Great quality!,Positive,chat,2025-01-16,2025-01-16 13:00:35
F526,CUST4518,Difficult to use and confusing interface. Issue with customer service.,Negative,social_media,2024-12-23,2024-12-23 13:00:35
F527,CUST9173,Overpriced for the features provided. Not worth it.,Negative,social_media,2025-01-02,2025-01-02 13:00:35
F528,CUST2688,Waste of money. Product doesn't work as advertised.,Negative,social_media,2025-08-21,2025-08-21 13:00:35
F529,CUST7946,Horrible experience. Will never buy from here again. Issue with return process.,Negative,social_media,2025-08-17,2025-08-17 13:00:35
F530,CUST1443,Poor customer service. No one responded to my queries. /^&?,Negative,chat,2025-05-09,2025-05-09 13:00:35
F531,CUST7975,Mediocre experience overall.,Neutral,review_site,2025-08-10,2025-08-10 13:00:35
F532,CUST5458,Product is okay. Nothing special but does the job. \|?:# Issue with product features.,Neutral,review_site,2024-12-23,2024-12-23 13:00:35
F533,CUST3496,Difficult to use and confusing interface. Issue with delivery delays.,Negative,review_site,2024-12-03,2024-12-03 13:00:35
F534,CUST9474,Decent product with room for improvement. \:;`,Neutral,email,2025-08-19,2025-08-19 13:00:35
F535,CUST5120,"It's fine, not great but not terrible either.",Neutral,email,2025-06-15,2025-06-15 13:00:35
F536,CUST1228,"Waste of money. Product doesn't work as advertised. ""+",Negative,social_media,2024-12-04,2024-12-04 13:00:35
F537,CUST9606,Great value for money. Worth every penny! \_/]<,Positive,social_media,2025-10-22,2025-10-22 13:00:35
F538,CUST6424,Horrible experience. Will never buy from here again. {`,Negative,email,2025-08-21,2025-08-21 13:00:35
F539,CUST2064,Extremely disappointed with the quality. Not recommended. ]?=,Negative,chat,2025-05-01,2025-05-01 13:00:35
F540,CUST8432,Overpriced for the features provided. Not worth it.,Negative,review_site,2025-09-19,2025-09-19 13:00:35
F541,CUST3377,Frequent crashes and bugs. Needs improvement. `~?',Negative,review_site,2025-09-03,2025-09-03 13:00:35
F542,CUST4099,Satisfactory service. Nothing to complain about.,Neutral,email,2025-09-07,2025-09-07 13:00:35
F543,CUST3127,"This is exactly what I was looking for. Great quality! """,Positive,social_media,2025-06-23,2025-06-23 13:00:35
F544,CUST7013,Standard quality. Meets basic expectations.,Neutral,social_media,2025-08-28,2025-08-28 13:00:35
F545,CUST2853,Extremely disappointed with the quality. Not recommended. ^?@,Negative,review_site,2024-11-16,2024-11-16 13:00:35
F546,CUST2862,Acceptable product for the price point. Issue with product features.,Neutral,chat,2025-02-06,2025-02-06 13:00:35
F547,CUST9715,Acceptable product for the price point. Issue with product availability.,Neutral,review_site,2025-06-04,2025-06-04 13:00:35
F548,CUST3513,User-friendly interface and intuitive design. Issue with pricing.,Positive,email,2025-01-10,2025-01-10 13:00:35
F549,CUST6359,Poor customer service. No one responded to my queries. +>`;|,Negative,review_site,2024-12-15,2024-12-15 13:00:35
F550,CUST2102,Decent product with room for improvement. $/ Issue with website navigation.,Neutral,chat,2025-08-24,2025-08-24 13:00:35
F551,CUST3876,Product is okay. Nothing special but does the job.,Neutral,email,2024-10-31,2024-10-31 13:00:35
F552,CUST5372,Excellent service and fast delivery. Highly recommended! Issue with product quality.,Positive,review_site,2025-07-04,2025-07-04 13:00:35
F553,CUST9017,"Waste of money. Product doesn't work as advertised. ""{;[~ Issue with delivery delays.",Negative,email,2025-09-28,2025-09-28 13:00:35
F554,CUST1123,Outstanding customer support. They resolved my issue quickly.,Positive,email,2025-06-08,2025-06-08 13:00:35
F555,CUST4731,"It's fine, not great but not terrible either. ]*;[",Neutral,social_media,2025-08-13,2025-08-13 13:00:35
F556,CUST7326,Outstanding customer support. They resolved my issue quickly. {:(,Positive,chat,2025-02-27,2025-02-27 13:00:35
F557,CUST1910,Terrible experience. Product broke after one day. Issue with product features.,Negative,social_media,2024-12-18,2024-12-18 13:00:35
F558,CUST2379,Frequent crashes and bugs. Needs improvement. # Issue with product features.,Negative,chat,2025-05-03,2025-05-03 13:00:35
F559,CUST3023,Outstanding customer support. They resolved my issue quickly. ?;$#,Positive,chat,2025-08-15,2025-08-15 13:00:35
F560,CUST4768,"It's fine, not great but not terrible either. Issue with product quality.",Neutral,email,2025-01-05,2025-01-05 13:00:35
F561,CUST6152,"The product exceeded my expectations. Very satisfied! ,]$~",Positive,review_site,2025-10-01,2025-10-01 13:00:35
F562,CUST4061,Average experience. Some good points and some bad. Issue with return process.,Neutral,social_media,2025-05-11,2025-05-11 13:00:35
F563,CUST7097,Decent product with room for improvement. '{<,Neutral,social_media,2025-05-05,2025-05-05 13:00:35
F564,CUST5531,Excellent service and fast delivery. Highly recommended! ] Issue with pricing.,Positive,chat,2025-02-03,2025-02-03 13:00:35
F565,CUST2580,Difficult to use and confusing interface.,Negative,chat,2025-05-09,2025-05-09 13:00:35
F566,CUST9831,This is exactly what I was looking for. Great quality! }~,Positive,review_site,2025-04-20,2025-04-20 13:00:35
F567,CUST2827,Acceptable product for the price point.,Neutral,chat,2025-08-20,2025-08-20 13:00:35
F568,CUST6599,Late delivery and damaged packaging. Very upset! Issue with delivery delays.,Negative,review_site,2025-03-28,2025-03-28 13:00:35
F569,CUST8449,Outstanding customer support. They resolved my issue quickly. >>&,Positive,social_media,2025-07-01,2025-07-01 13:00:35
F570,CUST1677,Outstanding customer support. They resolved my issue quickly. };%?\,Positive,social_media,2025-05-02,2025-05-02 13:00:35
F571,CUST8148,Reliable and durable product. No complaints whatsoever.,Positive,social_media,2025-07-26,2025-07-26 13:00:35
F572,CUST2021,Functional but could be better. Issue with product quality.,Neutral,social_media,2025-04-08,2025-04-08 13:00:35
F573,CUST8311,Standard quality. Meets basic expectations. Issue with pricing.,Neutral,email,2025-05-23,2025-05-23 13:00:35
F574,CUST3550,Extremely disappointed with the quality. Not recommended.,Negative,chat,2025-02-17,2025-02-17 13:00:35
F575,CUST4839,Terrible experience. Product broke after one day.,Negative,review_site,2025-06-25,2025-06-25 13:00:35
F576,CUST3971,Poor customer service. No one responded to my queries. Issue with website navigation.,Negative,review_site,2025-01-24,2025-01-24 13:00:35
F577,CUST8767,This is exactly what I was looking for. Great quality!,Positive,chat,2025-05-11,2025-05-11 13:00:35
F578,CUST4282,Reliable and durable product. No complaints whatsoever. Issue with product quality.,Positive,social_media,2025-05-08,2025-05-08 13:00:35
F579,CUST5958,Reliable and durable product. No complaints whatsoever. Issue with technical issues.,Positive,chat,2025-01-18,2025-01-18 13:00:35
F580,CUST6375,Functional but could be better. {?{#%,Neutral,review_site,2025-07-28,2025-07-28 13:00:35
F581,CUST2694,"It's fine, not great but not terrible either. }'$~",Neutral,chat,2025-04-10,2025-04-10 13:00:35
F582,CUST9209,Overpriced for the features provided. Not worth it. Issue with product quality.,Negative,review_site,2025-07-27,2025-07-27 13:00:35
F583,CUST1954,"Frequent crashes and bugs. Needs improvement. .!,",Negative,social_media,2025-02-10,2025-02-10 13:00:35
F584,CUST7229,User-friendly interface and intuitive design.,Positive,social_media,2025-06-07,2025-06-07 13:00:35
F585,CUST5890,"It's fine, not great but not terrible either. ,;",Neutral,email,2025-04-18,2025-04-18 13:00:35
F586,CUST5185,Frequent crashes and bugs. Needs improvement.,Negative,review_site,2025-01-05,2025-01-05 13:00:35
F587,CUST7609,Functional but could be better. Issue with technical issues.,Neutral,email,2025-02-26,2025-02-26 13:00:35
F588,CUST8062,Outstanding customer support. They resolved my issue quickly.,Positive,social_media,2025-06-15,2025-06-15 13:00:35
F589,CUST8915,User-friendly interface and intuitive design. Issue with website navigation.,Positive,chat,2025-06-24,2025-06-24 13:00:35
F590,CUST5577,I absolutely love this product! It's amazing and works perfectly.,Positive,review_site,2025-07-27,2025-07-27 13:00:35
F591,CUST2982,This is exactly what I was looking for. Great quality! :. Issue with return process.,Positive,email,2025-08-20,2025-08-20 13:00:35
F592,CUST4693,Mediocre experience overall. :~| Issue with website navigation.,Neutral,social_media,2025-07-17,2025-07-17 13:00:35
F593,CUST9865,I absolutely love this product! It's amazing and works perfectly.,Positive,email,2025-10-07,2025-10-07 13:00:35
F594,CUST2610,Standard quality. Meets basic expectations.,Neutral,chat,2025-06-09,2025-06-09 13:00:35
F595,CUST2893,Outstanding customer support. They resolved my issue quickly.,Positive,chat,2025-02-03,2025-02-03 13:00:35
F596,CUST1550,Product stopped working within a week. Poor quality. ^ Issue with product availability.,Negative,email,2025-01-03,2025-01-03 13:00:35
F597,CUST6282,Acceptable product for the price point. Issue with product quality.,Neutral,email,2025-04-05,2025-04-05 13:00:35
F598,CUST7485,Outstanding customer support. They resolved my issue quickly.,Positive,review_site,2025-03-20,2025-03-20 13:00:35
F599,CUST2878,Terrible experience. Product broke after one day.,Negative,chat,2025-01-17,2025-01-17 13:00:35
F600,CUST5645,Outstanding customer support. They resolved my issue quickly. Issue with product availability.,Positive,social_media,2025-10-06,2025-10-06 13:00:35
F601,CUST7272,Product is okay. Nothing special but does the job.,Neutral,email,2025-04-01,2025-04-01 13:00:35
F602,CUST7527,The product exceeded my expectations. Very satisfied! [` Issue with delivery delays.,Positive,chat,2025-07-24,2025-07-24 13:00:35
F603,CUST4010,Frequent crashes and bugs. Needs improvement. ?*{>,Negative,social_media,2025-07-14,2025-07-14 13:00:35
F604,CUST2266,Average experience. Some good points and some bad.,Neutral,chat,2025-08-11,2025-08-11 13:00:35
F605,CUST4574,Standard quality. Meets basic expectations.,Neutral,chat,2025-08-05,2025-08-05 13:00:35
F606,CUST7835,Product stopped working within a week. Poor quality.,Negative,review_site,2024-11-15,2024-11-15 13:00:35
F607,CUST2311,Difficult to use and confusing interface.,Negative,social_media,2025-03-20,2025-03-20 13:00:35
F608,CUST4558,Difficult to use and confusing interface. Issue with product features.,Negative,chat,2025-10-25,2025-10-25 13:00:35
F609,CUST7451,Outstanding customer support. They resolved my issue quickly. Issue with customer service.,Positive,chat,2024-12-22,2024-12-22 13:00:35
F610,CUST2027,"Excellent service and fast delivery. Highly recommended! _::&""",Positive,chat,2025-04-02,2025-04-02 13:00:35
F611,CUST2051,Overpriced for the features provided. Not worth it. )' Issue with technical issues.,Negative,chat,2024-11-13,2024-11-13 13:00:35
F612,CUST2001,Excellent service and fast delivery. Highly recommended! Issue with product quality.,Positive,email,2025-10-20,2025-10-20 13:00:35
F613,CUST3353,Reliable and durable product. No complaints whatsoever. Issue with return process.,Positive,chat,2025-10-01,2025-10-01 13:00:35
F614,CUST3752,Standard quality. Meets basic expectations. Issue with pricing.,Neutral,email,2025-02-19,2025-02-19 13:00:35
F615,CUST7604,Impressive features and functionality. Love it!,Positive,chat,2025-09-18,2025-09-18 13:00:35
F616,CUST5082,"Poor customer service. No one responded to my queries. #.,",Negative,review_site,2025-05-08,2025-05-08 13:00:35
F617,CUST9526,Terrible experience. Product broke after one day.,Negative,email,2025-01-02,2025-01-02 13:00:35
F618,CUST9679,Difficult to use and confusing interface.,Negative,social_media,2025-03-23,2025-03-23 13:00:35
F619,CUST5697,Overpriced for the features provided. Not worth it. &])\,Negative,social_media,2024-11-08,2024-11-08 13:00:35
F620,CUST5028,This is exactly what I was looking for. Great quality! Issue with return process.,Positive,email,2024-11-12,2024-11-12 13:00:35
F621,CUST1687,This is exactly what I was looking for. Great quality!,Positive,email,2025-08-11,2025-08-11 13:00:35
F622,CUST4391,Great value for money. Worth every penny! Issue with customer service.,Positive,social_media,2025-05-14,2025-05-14 13:00:35
