feedback_id,customer_id,feedback_text,sentiment,source,date,timestamp,cleaned_text,processed_text
F228,CUST9414,I absolutely love this product! It's amazing and works perfectly. Issue with website navigation.,Positive,chat,2025-05-10,2025-05-10 13:00:35,i absolutely love this product its amazing and works perfectly issue with website navigation,absolutely love product amazing work perfectly issue website navigation
F230,CUST6772,Product stopped working within a week. Poor quality. Issue with product features.,Negative,email,2025-04-10,2025-04-10 13:00:35,product stopped working within a week poor quality issue with product features,product stopped working within week poor quality issue product feature
F233,CUST8132,"This is exactly what I was looking for. Great quality! ?@"">",Positive,chat,2025-04-01,2025-04-01 13:00:35,this is exactly what i was looking for great quality,exactly looking great quality
F234,CUST1584,Overpriced for the features provided. Not worth it. Issue with technical issues.,Negative,email,2025-08-20,2025-08-20 13:00:35,overpriced for the features provided not worth it issue with technical issues,overpriced feature provided worth issue technical issue
F235,CUST1886,Late delivery and damaged packaging. Very upset! ;]|,Negative,chat,2024-10-30,2024-10-30 13:00:35,late delivery and damaged packaging very upset,late delivery damaged packaging upset
F236,CUST5711,This is exactly what I was looking for. Great quality! {?'$ Issue with return process.,Positive,chat,2025-05-11,2025-05-11 13:00:35,this is exactly what i was looking for great quality issue with return process,exactly looking great quality issue return process
F237,CUST9710,Decent product with room for improvement. :}#),Neutral,review_site,2025-05-13,2025-05-13 13:00:35,decent product with room for improvement,decent product room improvement
F238,CUST4118,"It's fine, not great but not terrible either. _| Issue with delivery delays.",Neutral,review_site,2025-05-23,2025-05-23 13:00:35,its fine not great but not terrible either issue with delivery delays,fine great terrible either issue delivery delay
F243,CUST8469,Standard quality. Meets basic expectations. Issue with technical issues.,Neutral,social_media,2025-05-13,2025-05-13 13:00:35,standard quality meets basic expectations issue with technical issues,standard quality meet basic expectation issue technical issue
F245,CUST7037,Excellent service and fast delivery. Highly recommended! )?,Positive,email,2024-11-03,2024-11-03 13:00:35,excellent service and fast delivery highly recommended,excellent service fast delivery highly recommended
F249,CUST8979,Decent product with room for improvement. $<.,Neutral,email,2025-03-18,2025-03-18 13:00:35,decent product with room for improvement,decent product room improvement
F252,CUST8513,Fantastic experience overall. Will definitely buy again! Issue with product quality.,Positive,social_media,2025-03-02,2025-03-02 13:00:35,fantastic experience overall will definitely buy again issue with product quality,fantastic experience overall definitely buy issue product quality
F253,CUST4484,Decent product with room for improvement. Issue with product quality.,Neutral,chat,2025-06-02,2025-06-02 13:00:35,decent product with room for improvement issue with product quality,decent product room improvement issue product quality
F256,CUST4107,Overpriced for the features provided. Not worth it. Issue with product features.,Negative,social_media,2025-09-19,2025-09-19 13:00:35,overpriced for the features provided not worth it issue with product features,overpriced feature provided worth issue product feature
F257,CUST6566,Mediocre experience overall. [,Neutral,review_site,2025-03-03,2025-03-03 13:00:35,mediocre experience overall,mediocre experience overall
F260,CUST2177,It's alright. Nothing remarkable to mention. /!/?.,Neutral,email,2025-02-19,2025-02-19 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F262,CUST5388,Overpriced for the features provided. Not worth it. Issue with return process.,Negative,social_media,2025-08-26,2025-08-26 13:00:35,overpriced for the features provided not worth it issue with return process,overpriced feature provided worth issue return process
F264,CUST2199,Impressive features and functionality. Love it! Issue with product availability.,Positive,chat,2025-03-15,2025-03-15 13:00:35,impressive features and functionality love it issue with product availability,impressive feature functionality love issue product availability
F265,CUST9417,Functional but could be better. Issue with product availability.,Neutral,review_site,2025-05-03,2025-05-03 13:00:35,functional but could be better issue with product availability,functional could better issue product availability
F266,CUST5431,Reliable and durable product. No complaints whatsoever. !>#,Positive,review_site,2025-10-21,2025-10-21 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F267,CUST4075,It's alright. Nothing remarkable to mention.,Neutral,chat,2024-12-15,2024-12-15 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F268,CUST7401,Functional but could be better. {+!$:,Neutral,email,2025-03-28,2025-03-28 13:00:35,functional but could be better,functional could better
F270,CUST3485,Impressive features and functionality. Love it! Issue with customer service.,Positive,social_media,2025-03-22,2025-03-22 13:00:35,impressive features and functionality love it issue with customer service,impressive feature functionality love issue customer service
F271,CUST3027,The product exceeded my expectations. Very satisfied! Issue with pricing.,Positive,review_site,2025-08-12,2025-08-12 13:00:35,the product exceeded my expectations very satisfied issue with pricing,product exceeded expectation satisfied issue pricing
F272,CUST1259,Functional but could be better. Issue with delivery delays.,Neutral,social_media,2025-05-31,2025-05-31 13:00:35,functional but could be better issue with delivery delays,functional could better issue delivery delay
F273,CUST4770,Reliable and durable product. No complaints whatsoever. <&!$,Positive,email,2025-03-22,2025-03-22 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F274,CUST8199,The product exceeded my expectations. Very satisfied! #`\#,Positive,chat,2025-05-04,2025-05-04 13:00:35,the product exceeded my expectations very satisfied,product exceeded expectation satisfied
F278,CUST7452,Functional but could be better. Issue with pricing.,Neutral,review_site,2025-06-19,2025-06-19 13:00:35,functional but could be better issue with pricing,functional could better issue pricing
F283,CUST4492,Impressive features and functionality. Love it! . Issue with return process.,Positive,review_site,2025-02-23,2025-02-23 13:00:35,impressive features and functionality love it issue with return process,impressive feature functionality love issue return process
F286,CUST4408,Late delivery and damaged packaging. Very upset! Issue with technical issues.,Negative,email,2025-01-19,2025-01-19 13:00:35,late delivery and damaged packaging very upset issue with technical issues,late delivery damaged packaging upset issue technical issue
F290,CUST3462,Acceptable product for the price point. ^/; Issue with pricing.,Neutral,email,2025-10-08,2025-10-08 13:00:35,acceptable product for the price point issue with pricing,acceptable product price point issue pricing
F293,CUST5060,Excellent service and fast delivery. Highly recommended! {=+ Issue with product features.,Positive,email,2025-04-23,2025-04-23 13:00:35,excellent service and fast delivery highly recommended issue with product features,excellent service fast delivery highly recommended issue product feature
F294,CUST3743,Mediocre experience overall. |,Neutral,social_media,2025-10-23,2025-10-23 13:00:35,mediocre experience overall,mediocre experience overall
F297,CUST6710,Reliable and durable product. No complaints whatsoever. Issue with technical issues.,Positive,email,2025-10-17,2025-10-17 13:00:35,reliable and durable product no complaints whatsoever issue with technical issues,reliable durable product complaint whatsoever issue technical issue
F298,CUST8406,Satisfactory service. Nothing to complain about.,Neutral,social_media,2025-05-04,2025-05-04 13:00:35,satisfactory service nothing to complain about,satisfactory service nothing complain
F304,CUST8448,Mediocre experience overall. Issue with pricing.,Neutral,email,2025-08-07,2025-08-07 13:00:35,mediocre experience overall issue with pricing,mediocre experience overall issue pricing
F305,CUST4077,Fantastic experience overall. Will definitely buy again! ?*.>$ Issue with return process.,Positive,chat,2025-04-07,2025-04-07 13:00:35,fantastic experience overall will definitely buy again issue with return process,fantastic experience overall definitely buy issue return process
F307,CUST2053,Outstanding customer support. They resolved my issue quickly. .{&+~,Positive,email,2025-10-01,2025-10-01 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F310,CUST5500,Waste of money. Product doesn't work as advertised. }][,Negative,review_site,2025-05-10,2025-05-10 13:00:35,waste of money product doesnt work as advertised,waste money product doesnt work advertised
F314,CUST3798,Extremely disappointed with the quality. Not recommended. @:,Negative,social_media,2024-11-02,2024-11-02 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F315,CUST7000,User-friendly interface and intuitive design. Issue with technical issues.,Positive,chat,2025-09-26,2025-09-26 13:00:35,userfriendly interface and intuitive design issue with technical issues,userfriendly interface intuitive design issue technical issue
F321,CUST6163,Impressive features and functionality. Love it! *\ Issue with technical issues.,Positive,social_media,2024-11-09,2024-11-09 13:00:35,impressive features and functionality love it issue with technical issues,impressive feature functionality love issue technical issue
F322,CUST4206,Great value for money. Worth every penny! Issue with delivery delays.,Positive,email,2025-07-21,2025-07-21 13:00:35,great value for money worth every penny issue with delivery delays,great value money worth every penny issue delivery delay
F323,CUST9992,This is exactly what I was looking for. Great quality! {,Positive,social_media,2024-12-01,2024-12-01 13:00:35,this is exactly what i was looking for great quality,exactly looking great quality
F324,CUST9258,"Outstanding customer support. They resolved my issue quickly. ,:# Issue with product features.",Positive,email,2025-06-23,2025-06-23 13:00:35,outstanding customer support they resolved my issue quickly issue with product features,outstanding customer support resolved issue quickly issue product feature
F325,CUST7647,"Poor customer service. No one responded to my queries. ""@(&^",Negative,review_site,2024-12-03,2024-12-03 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F328,CUST1990,Product stopped working within a week. Poor quality. Issue with product availability.,Negative,email,2025-09-18,2025-09-18 13:00:35,product stopped working within a week poor quality issue with product availability,product stopped working within week poor quality issue product availability
F329,CUST8784,Late delivery and damaged packaging. Very upset! '`{,Negative,email,2025-06-29,2025-06-29 13:00:35,late delivery and damaged packaging very upset,late delivery damaged packaging upset
F330,CUST3265,"Functional but could be better. ,^|%<",Neutral,chat,2025-05-23,2025-05-23 13:00:35,functional but could be better,functional could better
F331,CUST8744,Mediocre experience overall. ? Issue with delivery delays.,Neutral,chat,2024-12-04,2024-12-04 13:00:35,mediocre experience overall issue with delivery delays,mediocre experience overall issue delivery delay
F332,CUST5540,Standard quality. Meets basic expectations. Issue with delivery delays.,Neutral,chat,2025-10-17,2025-10-17 13:00:35,standard quality meets basic expectations issue with delivery delays,standard quality meet basic expectation issue delivery delay
F333,CUST4552,Acceptable product for the price point. ],Neutral,email,2025-09-26,2025-09-26 13:00:35,acceptable product for the price point,acceptable product price point
F334,CUST1677,Overpriced for the features provided. Not worth it. !%> Issue with pricing.,Negative,review_site,2025-01-09,2025-01-09 13:00:35,overpriced for the features provided not worth it issue with pricing,overpriced feature provided worth issue pricing
F335,CUST8813,It's alright. Nothing remarkable to mention. %,Neutral,review_site,2024-12-13,2024-12-13 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F339,CUST3466,Decent product with room for improvement. `= Issue with website navigation.,Neutral,email,2025-08-11,2025-08-11 13:00:35,decent product with room for improvement issue with website navigation,decent product room improvement issue website navigation
F342,CUST1879,Outstanding customer support. They resolved my issue quickly. ^,Positive,chat,2024-11-06,2024-11-06 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F343,CUST5588,Terrible experience. Product broke after one day. ?^],Negative,chat,2025-08-31,2025-08-31 13:00:35,terrible experience product broke after one day,terrible experience product broke one day
F344,CUST2923,Outstanding customer support. They resolved my issue quickly. ^):~,Positive,email,2025-06-19,2025-06-19 13:00:35,outstanding customer support they resolved my issue quickly,outstanding customer support resolved issue quickly
F345,CUST1114,"Fantastic experience overall. Will definitely buy again! +'""*)",Positive,review_site,2024-11-10,2024-11-10 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F351,CUST4228,Acceptable product for the price point. ]$:|,Neutral,social_media,2025-01-31,2025-01-31 13:00:35,acceptable product for the price point,acceptable product price point
F353,CUST1058,Functional but could be better. : Issue with product features.,Neutral,email,2025-10-17,2025-10-17 13:00:35,functional but could be better issue with product features,functional could better issue product feature
F354,CUST3100,This is exactly what I was looking for. Great quality! Issue with product features.,Positive,chat,2025-10-23,2025-10-23 13:00:35,this is exactly what i was looking for great quality issue with product features,exactly looking great quality issue product feature
F356,CUST2937,Product stopped working within a week. Poor quality. +[\,Negative,chat,2024-12-18,2024-12-18 13:00:35,product stopped working within a week poor quality,product stopped working within week poor quality
F358,CUST5288,Extremely disappointed with the quality. Not recommended. }\@~,Negative,chat,2025-05-01,2025-05-01 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F361,CUST2310,"Excellent service and fast delivery. Highly recommended! }["">]",Positive,social_media,2025-08-24,2025-08-24 13:00:35,excellent service and fast delivery highly recommended,excellent service fast delivery highly recommended
F364,CUST2458,Difficult to use and confusing interface. </<\},Negative,email,2025-06-29,2025-06-29 13:00:35,difficult to use and confusing interface,difficult use confusing interface
F366,CUST7687,Mediocre experience overall. Issue with return process.,Neutral,social_media,2025-06-26,2025-06-26 13:00:35,mediocre experience overall issue with return process,mediocre experience overall issue return process
F367,CUST3011,"It's fine, not great but not terrible either. Issue with customer service.",Neutral,social_media,2024-11-04,2024-11-04 13:00:35,its fine not great but not terrible either issue with customer service,fine great terrible either issue customer service
F369,CUST8116,User-friendly interface and intuitive design. Issue with customer service.,Positive,chat,2025-02-20,2025-02-20 13:00:35,userfriendly interface and intuitive design issue with customer service,userfriendly interface intuitive design issue customer service
F373,CUST9592,Reliable and durable product. No complaints whatsoever. Issue with product features.,Positive,social_media,2025-04-10,2025-04-10 13:00:35,reliable and durable product no complaints whatsoever issue with product features,reliable durable product complaint whatsoever issue product feature
F375,CUST1793,Great value for money. Worth every penny! Issue with customer service.,Positive,review_site,2025-09-01,2025-09-01 13:00:35,great value for money worth every penny issue with customer service,great value money worth every penny issue customer service
F376,CUST8794,Outstanding customer support. They resolved my issue quickly. &*?\ Issue with return process.,Positive,review_site,2025-01-31,2025-01-31 13:00:35,outstanding customer support they resolved my issue quickly issue with return process,outstanding customer support resolved issue quickly issue return process
F377,CUST2623,Reliable and durable product. No complaints whatsoever. ;> Issue with website navigation.,Positive,email,2025-07-28,2025-07-28 13:00:35,reliable and durable product no complaints whatsoever issue with website navigation,reliable durable product complaint whatsoever issue website navigation
F378,CUST4367,Mediocre experience overall. + Issue with product quality.,Neutral,email,2024-11-02,2024-11-02 13:00:35,mediocre experience overall issue with product quality,mediocre experience overall issue product quality
F379,CUST7766,Functional but could be better. Issue with product quality.,Neutral,email,2024-11-25,2024-11-25 13:00:35,functional but could be better issue with product quality,functional could better issue product quality
F381,CUST9540,"Outstanding customer support. They resolved my issue quickly. &""=.^ Issue with delivery delays.",Positive,chat,2024-11-13,2024-11-13 13:00:35,outstanding customer support they resolved my issue quickly issue with delivery delays,outstanding customer support resolved issue quickly issue delivery delay
F386,CUST9846,Poor customer service. No one responded to my queries. ){=^ Issue with product availability.,Negative,chat,2025-03-21,2025-03-21 13:00:35,poor customer service no one responded to my queries issue with product availability,poor customer service one responded query issue product availability
F388,CUST8653,Waste of money. Product doesn't work as advertised. '.$_# Issue with customer service.,Negative,chat,2025-10-09,2025-10-09 13:00:35,waste of money product doesnt work as advertised issue with customer service,waste money product doesnt work advertised issue customer service
F389,CUST1309,"It's alright. Nothing remarkable to mention. ""%:",Neutral,review_site,2024-11-01,2024-11-01 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F392,CUST9166,Impressive features and functionality. Love it! Issue with technical issues.,Positive,email,2025-07-04,2025-07-04 13:00:35,impressive features and functionality love it issue with technical issues,impressive feature functionality love issue technical issue
F396,CUST2910,Outstanding customer support. They resolved my issue quickly. % Issue with pricing.,Positive,social_media,2025-05-16,2025-05-16 13:00:35,outstanding customer support they resolved my issue quickly issue with pricing,outstanding customer support resolved issue quickly issue pricing
F397,CUST8488,Satisfactory service. Nothing to complain about. }'],Neutral,chat,2025-10-16,2025-10-16 13:00:35,satisfactory service nothing to complain about,satisfactory service nothing complain
F398,CUST7328,Horrible experience. Will never buy from here again. ?>`?+ Issue with website navigation.,Negative,social_media,2024-12-29,2024-12-29 13:00:35,horrible experience will never buy from here again issue with website navigation,horrible experience never buy issue website navigation
F400,CUST8409,Great value for money. Worth every penny! _;==| Issue with product availability.,Positive,review_site,2025-03-17,2025-03-17 13:00:35,great value for money worth every penny issue with product availability,great value money worth every penny issue product availability
F401,CUST6898,User-friendly interface and intuitive design. Issue with product features.,Positive,email,2025-01-20,2025-01-20 13:00:35,userfriendly interface and intuitive design issue with product features,userfriendly interface intuitive design issue product feature
F402,CUST3837,Late delivery and damaged packaging. Very upset! ~!?{! Issue with pricing.,Negative,review_site,2024-10-30,2024-10-30 13:00:35,late delivery and damaged packaging very upset issue with pricing,late delivery damaged packaging upset issue pricing
F403,CUST5209,It's alright. Nothing remarkable to mention. );'+],Neutral,chat,2025-03-27,2025-03-27 13:00:35,its alright nothing remarkable to mention,alright nothing remarkable mention
F404,CUST8079,"Great value for money. Worth every penny! ,",Positive,email,2025-01-23,2025-01-23 13:00:35,great value for money worth every penny,great value money worth every penny
F405,CUST7665,"Horrible experience. Will never buy from here again. @~""^",Negative,social_media,2025-04-18,2025-04-18 13:00:35,horrible experience will never buy from here again,horrible experience never buy
F406,CUST8561,Horrible experience. Will never buy from here again. Issue with product features.,Negative,email,2025-05-01,2025-05-01 13:00:35,horrible experience will never buy from here again issue with product features,horrible experience never buy issue product feature
F415,CUST7916,Extremely disappointed with the quality. Not recommended. Issue with website navigation.,Negative,email,2025-10-27,2025-10-27 13:00:35,extremely disappointed with the quality not recommended issue with website navigation,extremely disappointed quality recommended issue website navigation
F418,CUST3940,Reliable and durable product. No complaints whatsoever. @/: Issue with return process.,Positive,review_site,2025-07-22,2025-07-22 13:00:35,reliable and durable product no complaints whatsoever issue with return process,reliable durable product complaint whatsoever issue return process
F419,CUST2570,Average experience. Some good points and some bad. &>?,Neutral,email,2025-01-27,2025-01-27 13:00:35,average experience some good points and some bad,average experience good point bad
F421,CUST4568,"Acceptable product for the price point. %,,",Neutral,chat,2025-07-03,2025-07-03 13:00:35,acceptable product for the price point,acceptable product price point
F429,CUST4150,Fantastic experience overall. Will definitely buy again! ?}{,Positive,email,2025-07-14,2025-07-14 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F430,CUST7300,Excellent service and fast delivery. Highly recommended! Issue with pricing.,Positive,review_site,2024-12-20,2024-12-20 13:00:35,excellent service and fast delivery highly recommended issue with pricing,excellent service fast delivery highly recommended issue pricing
F431,CUST6103,Fantastic experience overall. Will definitely buy again! Issue with delivery delays.,Positive,social_media,2024-12-29,2024-12-29 13:00:35,fantastic experience overall will definitely buy again issue with delivery delays,fantastic experience overall definitely buy issue delivery delay
F432,CUST4426,The product exceeded my expectations. Very satisfied! {{@ Issue with website navigation.,Positive,email,2025-10-13,2025-10-13 13:00:35,the product exceeded my expectations very satisfied issue with website navigation,product exceeded expectation satisfied issue website navigation
F433,CUST7406,"Fantastic experience overall. Will definitely buy again! |#""@",Positive,social_media,2025-03-10,2025-03-10 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F434,CUST1749,Outstanding customer support. They resolved my issue quickly. Issue with pricing.,Positive,review_site,2025-02-03,2025-02-03 13:00:35,outstanding customer support they resolved my issue quickly issue with pricing,outstanding customer support resolved issue quickly issue pricing
F435,CUST4305,Functional but could be better. $&[>; Issue with return process.,Neutral,email,2025-09-07,2025-09-07 13:00:35,functional but could be better issue with return process,functional could better issue return process
F440,CUST3589,User-friendly interface and intuitive design. $+& Issue with product quality.,Positive,review_site,2025-07-11,2025-07-11 13:00:35,userfriendly interface and intuitive design issue with product quality,userfriendly interface intuitive design issue product quality
F442,CUST5815,I absolutely love this product! It's amazing and works perfectly. /,Positive,social_media,2024-12-10,2024-12-10 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F443,CUST8996,Mediocre experience overall. $%[{} Issue with technical issues.,Neutral,email,2025-10-14,2025-10-14 13:00:35,mediocre experience overall issue with technical issues,mediocre experience overall issue technical issue
F445,CUST4070,Mediocre experience overall. *? Issue with customer service.,Neutral,social_media,2025-06-10,2025-06-10 13:00:35,mediocre experience overall issue with customer service,mediocre experience overall issue customer service
F446,CUST4626,Functional but could be better. _.} Issue with pricing.,Neutral,email,2025-08-08,2025-08-08 13:00:35,functional but could be better issue with pricing,functional could better issue pricing
F447,CUST3638,Excellent service and fast delivery. Highly recommended! $:%,Positive,social_media,2025-10-10,2025-10-10 13:00:35,excellent service and fast delivery highly recommended,excellent service fast delivery highly recommended
F450,CUST4392,Overpriced for the features provided. Not worth it. Issue with website navigation.,Negative,chat,2025-03-11,2025-03-11 13:00:35,overpriced for the features provided not worth it issue with website navigation,overpriced feature provided worth issue website navigation
F458,CUST3871,Decent product with room for improvement. :~$[ Issue with technical issues.,Neutral,chat,2025-08-14,2025-08-14 13:00:35,decent product with room for improvement issue with technical issues,decent product room improvement issue technical issue
F459,CUST5012,Horrible experience. Will never buy from here again. Issue with return process.,Negative,chat,2025-07-04,2025-07-04 13:00:35,horrible experience will never buy from here again issue with return process,horrible experience never buy issue return process
F460,CUST3671,"Reliable and durable product. No complaints whatsoever. =,)",Positive,chat,2025-10-24,2025-10-24 13:00:35,reliable and durable product no complaints whatsoever,reliable durable product complaint whatsoever
F461,CUST8482,"Horrible experience. Will never buy from here again. ,",Negative,social_media,2025-08-09,2025-08-09 13:00:35,horrible experience will never buy from here again,horrible experience never buy
F469,CUST1793,"Average experience. Some good points and some bad. *~""",Neutral,social_media,2025-06-02,2025-06-02 13:00:35,average experience some good points and some bad,average experience good point bad
F473,CUST6880,The product exceeded my expectations. Very satisfied! ` Issue with technical issues.,Positive,review_site,2024-12-03,2024-12-03 13:00:35,the product exceeded my expectations very satisfied issue with technical issues,product exceeded expectation satisfied issue technical issue
F476,CUST9020,Outstanding customer support. They resolved my issue quickly. Issue with product features.,Positive,chat,2024-12-29,2024-12-29 13:00:35,outstanding customer support they resolved my issue quickly issue with product features,outstanding customer support resolved issue quickly issue product feature
F477,CUST4616,I absolutely love this product! It's amazing and works perfectly. ;_}^/,Positive,social_media,2025-06-03,2025-06-03 13:00:35,i absolutely love this product its amazing and works perfectly,absolutely love product amazing work perfectly
F478,CUST3175,Fantastic experience overall. Will definitely buy again! +),Positive,email,2025-05-04,2025-05-04 13:00:35,fantastic experience overall will definitely buy again,fantastic experience overall definitely buy
F482,CUST2295,Terrible experience. Product broke after one day. <,Negative,email,2025-10-09,2025-10-09 13:00:35,terrible experience product broke after one day,terrible experience product broke one day
F485,CUST7833,Mediocre experience overall. /%% Issue with product features.,Neutral,email,2025-08-03,2025-08-03 13:00:35,mediocre experience overall issue with product features,mediocre experience overall issue product feature
F490,CUST2148,Frequent crashes and bugs. Needs improvement. Issue with product features.,Negative,social_media,2025-05-13,2025-05-13 13:00:35,frequent crashes and bugs needs improvement issue with product features,frequent crash bug need improvement issue product feature
F491,CUST4482,Horrible experience. Will never buy from here again. Issue with customer service.,Negative,review_site,2025-10-16,2025-10-16 13:00:35,horrible experience will never buy from here again issue with customer service,horrible experience never buy issue customer service
F493,CUST4683,The product exceeded my expectations. Very satisfied! @[,Positive,chat,2025-08-11,2025-08-11 13:00:35,the product exceeded my expectations very satisfied,product exceeded expectation satisfied
F494,CUST8159,Satisfactory service. Nothing to complain about. Issue with return process.,Neutral,email,2025-06-07,2025-06-07 13:00:35,satisfactory service nothing to complain about issue with return process,satisfactory service nothing complain issue return process
F495,CUST1456,Mediocre experience overall. Issue with technical issues.,Neutral,email,2025-02-22,2025-02-22 13:00:35,mediocre experience overall issue with technical issues,mediocre experience overall issue technical issue
F496,CUST6261,Poor customer service. No one responded to my queries. !.,Negative,email,2025-03-04,2025-03-04 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F497,CUST6823,Functional but could be better. ( Issue with product features.,Neutral,email,2025-07-19,2025-07-19 13:00:35,functional but could be better issue with product features,functional could better issue product feature
F500,CUST7136,Extremely disappointed with the quality. Not recommended. :(?,Negative,chat,2024-12-08,2024-12-08 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F501,CUST4312,Acceptable product for the price point. Issue with return process.,Neutral,chat,2025-10-08,2025-10-08 13:00:35,acceptable product for the price point issue with return process,acceptable product price point issue return process
F502,CUST7810,The product exceeded my expectations. Very satisfied! ;<< Issue with return process.,Positive,social_media,2025-09-23,2025-09-23 13:00:35,the product exceeded my expectations very satisfied issue with return process,product exceeded expectation satisfied issue return process
F503,CUST8764,It's alright. Nothing remarkable to mention. %~`?[ Issue with product features.,Neutral,social_media,2025-08-28,2025-08-28 13:00:35,its alright nothing remarkable to mention issue with product features,alright nothing remarkable mention issue product feature
F507,CUST2266,Extremely disappointed with the quality. Not recommended. Issue with pricing.,Negative,email,2025-03-08,2025-03-08 13:00:35,extremely disappointed with the quality not recommended issue with pricing,extremely disappointed quality recommended issue pricing
F508,CUST5126,Waste of money. Product doesn't work as advertised. Issue with pricing.,Negative,email,2025-06-11,2025-06-11 13:00:35,waste of money product doesnt work as advertised issue with pricing,waste money product doesnt work advertised issue pricing
F510,CUST3580,The product exceeded my expectations. Very satisfied! Issue with customer service.,Positive,review_site,2025-05-04,2025-05-04 13:00:35,the product exceeded my expectations very satisfied issue with customer service,product exceeded expectation satisfied issue customer service
F511,CUST2408,Poor customer service. No one responded to my queries. Issue with pricing.,Negative,email,2024-12-10,2024-12-10 13:00:35,poor customer service no one responded to my queries issue with pricing,poor customer service one responded query issue pricing
F512,CUST5954,This is exactly what I was looking for. Great quality! Issue with customer service.,Positive,review_site,2025-05-21,2025-05-21 13:00:35,this is exactly what i was looking for great quality issue with customer service,exactly looking great quality issue customer service
F513,CUST7357,"Mediocre experience overall. [,",Neutral,email,2024-12-15,2024-12-15 13:00:35,mediocre experience overall,mediocre experience overall
F521,CUST5420,Excellent service and fast delivery. Highly recommended! Issue with product availability.,Positive,review_site,2025-03-08,2025-03-08 13:00:35,excellent service and fast delivery highly recommended issue with product availability,excellent service fast delivery highly recommended issue product availability
F522,CUST3933,Impressive features and functionality. Love it! |:' Issue with product features.,Positive,email,2024-11-08,2024-11-08 13:00:35,impressive features and functionality love it issue with product features,impressive feature functionality love issue product feature
F526,CUST4518,Difficult to use and confusing interface. Issue with customer service.,Negative,social_media,2024-12-23,2024-12-23 13:00:35,difficult to use and confusing interface issue with customer service,difficult use confusing interface issue customer service
F530,CUST1443,Poor customer service. No one responded to my queries. /^&?,Negative,chat,2025-05-09,2025-05-09 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
F532,CUST5458,Product is okay. Nothing special but does the job. \|?:# Issue with product features.,Neutral,review_site,2024-12-23,2024-12-23 13:00:35,product is okay nothing special but does the job issue with product features,product okay nothing special job issue product feature
F533,CUST3496,Difficult to use and confusing interface. Issue with delivery delays.,Negative,review_site,2024-12-03,2024-12-03 13:00:35,difficult to use and confusing interface issue with delivery delays,difficult use confusing interface issue delivery delay
F534,CUST9474,Decent product with room for improvement. \:;`,Neutral,email,2025-08-19,2025-08-19 13:00:35,decent product with room for improvement,decent product room improvement
F536,CUST1228,"Waste of money. Product doesn't work as advertised. ""+",Negative,social_media,2024-12-04,2024-12-04 13:00:35,waste of money product doesnt work as advertised,waste money product doesnt work advertised
F537,CUST9606,Great value for money. Worth every penny! \_/]<,Positive,social_media,2025-10-22,2025-10-22 13:00:35,great value for money worth every penny,great value money worth every penny
F538,CUST6424,Horrible experience. Will never buy from here again. {`,Negative,email,2025-08-21,2025-08-21 13:00:35,horrible experience will never buy from here again,horrible experience never buy
F539,CUST2064,Extremely disappointed with the quality. Not recommended. ]?=,Negative,chat,2025-05-01,2025-05-01 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F541,CUST3377,Frequent crashes and bugs. Needs improvement. `~?',Negative,review_site,2025-09-03,2025-09-03 13:00:35,frequent crashes and bugs needs improvement,frequent crash bug need improvement
F543,CUST3127,"This is exactly what I was looking for. Great quality! """,Positive,social_media,2025-06-23,2025-06-23 13:00:35,this is exactly what i was looking for great quality,exactly looking great quality
F545,CUST2853,Extremely disappointed with the quality. Not recommended. ^?@,Negative,review_site,2024-11-16,2024-11-16 13:00:35,extremely disappointed with the quality not recommended,extremely disappointed quality recommended
F547,CUST9715,Acceptable product for the price point. Issue with product availability.,Neutral,review_site,2025-06-04,2025-06-04 13:00:35,acceptable product for the price point issue with product availability,acceptable product price point issue product availability
F548,CUST3513,User-friendly interface and intuitive design. Issue with pricing.,Positive,email,2025-01-10,2025-01-10 13:00:35,userfriendly interface and intuitive design issue with pricing,userfriendly interface intuitive design issue pricing
F549,CUST6359,Poor customer service. No one responded to my queries. +>`;|,Negative,review_site,2024-12-15,2024-12-15 13:00:35,poor customer service no one responded to my queries,poor customer service one responded query
